,Algorithm,Instance,Number of States,Extracted Number of States,RunNumber,Time(s),LastTokenQuery,EquivalenceQuery,Tree Depth,Inner Nodes,Accuracy_in_target,Accuracy_anywhere,IsEquivalentExact,IsEquivalentOmitZero,IsMinimal
60,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_9,251,179,1,3.667304123053327,5918,34,5,11,1.0,0.049,False,True,True
61,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_9,251,179,2,1.5415872109588236,5918,34,5,11,1.0,0.049,False,True,True
62,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_9,251,179,3,2.7494180609937757,5918,34,5,11,1.0,0.049,False,True,True
63,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_9,251,179,4,2.646914207143709,5918,34,5,11,1.0,0.049,False,True,True
64,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_9,251,179,5,1.5547157919500023,5918,34,5,11,1.0,0.049,False,True,True
65,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_9,251,179,6,2.854370926041156,5918,34,5,11,1.0,0.049,False,True,True
66,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_9,251,179,7,1.5808239260222763,5918,34,5,11,1.0,0.049,False,True,True
67,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_9,251,179,8,2.7950885200407356,5918,34,5,11,1.0,0.049,False,True,True
68,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_9,251,179,9,2.7407290060073137,5918,34,5,11,1.0,0.049,False,True,True
69,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_9,251,179,10,1.5360408360138535,5918,34,5,11,1.0,0.049,False,True,True
70,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_0,1001,730,1,72.89012185507454,27830,141,6,23,1.0,0.048,False,True,True
71,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_0,1001,730,2,70.21778657007962,27830,141,6,23,1.0,0.048,False,True,True
72,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_0,1001,730,3,74.33022354100831,27830,141,6,23,1.0,0.048,False,True,True
73,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_0,1001,730,4,74.999036753783,27830,141,6,23,1.0,0.048,False,True,True
74,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_0,1001,730,5,74.73691784706898,27830,141,6,23,1.0,0.048,False,True,True
75,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_0,1001,730,6,75.55150559195317,27830,141,6,23,1.0,0.048,False,True,True
76,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_0,1001,730,7,75.06375329103321,27830,141,6,23,1.0,0.048,False,True,True
77,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_0,1001,730,8,76.31244562799111,27830,141,6,23,1.0,0.048,False,True,True
78,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_0,1001,730,9,73.11079072905704,27830,141,6,23,1.0,0.048,False,True,True
