,Algorithm,Instance,Number of States,Extracted Number of States,RunNumber,Time(s),LastTokenQuery,EquivalenceQuery,Tree Depth,Inner Nodes,Accuracy_in_target,Accuracy_anywhere,IsEquivalentExact,IsEquivalentOmitZero
99,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_7,51,52,10,0.13003066182136536,3993,2,1,1,1.0,0.076,False,True
100,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_4,50,51,1,0.18182511627674103,4939,3,2,2,1.0,0.07,False,True
101,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_4,50,51,2,0.17760411277413368,4939,3,2,2,1.0,0.07,False,True
102,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_4,50,51,3,0.17944668605923653,4939,3,2,2,1.0,0.07,False,True
103,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_4,50,51,4,0.19328796118497849,4939,3,2,2,1.0,0.07,False,True
104,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_4,50,51,5,0.18532903864979744,4939,3,2,2,1.0,0.07,False,True
105,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_4,50,51,6,0.17870879173278809,4939,3,2,2,1.0,0.07,False,True
106,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_4,50,51,7,0.18534685298800468,4939,3,2,2,1.0,0.07,False,True
107,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_4,50,51,8,0.18354398384690285,4939,3,2,2,1.0,0.07,False,True
108,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_4,50,51,9,0.17812953516840935,4939,3,2,2,1.0,0.07,False,True
109,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_4,50,51,10,0.18041541799902916,4939,3,2,2,1.0,0.07,False,True
110,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_0,51,52,1,0.16566187143325806,4664,2,1,1,1.0,0.08,False,True
111,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_0,51,52,2,0.16056714206933975,4664,2,1,1,1.0,0.08,False,True
112,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_0,51,52,3,0.15428916737437248,4664,2,1,1,1.0,0.08,False,True
113,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_0,51,52,4,0.15446961298584938,4664,2,1,1,1.0,0.08,False,True
114,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_0,51,52,5,0.15451253578066826,4664,2,1,1,1.0,0.08,False,True
115,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_0,51,52,6,0.3560955449938774,4664,2,1,1,1.0,0.08,False,True
116,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_0,51,52,7,0.15554512292146683,4664,2,1,1,1.0,0.08,False,True
117,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_0,51,52,8,0.16711796075105667,4664,2,1,1,1.0,0.08,False,True
118,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_0,51,52,9,0.17132627218961716,4664,2,1,1,1.0,0.08,False,True
119,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_0,51,52,10,0.154977697879076,4664,2,1,1,1.0,0.08,False,True
120,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_3,51,50,1,0.15559539943933487,5005,2,1,1,1.0,0.102,False,True
121,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_3,51,50,2,0.15594369545578957,5005,2,1,1,1.0,0.102,False,True
122,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_3,51,50,3,0.15587560832500458,5005,2,1,1,1.0,0.102,False,True
123,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_3,51,50,4,0.15718577429652214,5005,2,1,1,1.0,0.102,False,True
124,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_3,51,50,5,0.15492676198482513,5005,2,1,1,1.0,0.102,False,True
125,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_3,51,50,6,0.16127631440758705,5005,2,1,1,1.0,0.102,False,True
126,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_3,51,50,7,0.1728309728205204,5005,2,1,1,1.0,0.102,False,True
127,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_3,51,50,8,0.1685967706143856,5005,2,1,1,1.0,0.102,False,True
128,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_3,51,50,9,0.16112317889928818,5005,2,1,1,1.0,0.102,False,True
129,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_3,51,50,10,0.15768006071448326,5005,2,1,1,1.0,0.102,False,True
130,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_5,51,52,1,0.25356514379382133,8855,4,2,3,1.0,0.401,False,True
131,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_5,51,52,2,0.26676178723573685,8855,4,2,3,1.0,0.401,False,True
132,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_5,51,52,3,0.25791851431131363,8855,4,2,3,1.0,0.401,False,True
133,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_5,51,52,4,0.25422606617212296,8855,4,2,3,1.0,0.401,False,True
134,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_5,51,52,5,0.25845106318593025,8855,4,2,3,1.0,0.401,False,True
135,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_5,51,52,6,0.26045947894454,8855,4,2,3,1.0,0.401,False,True
136,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_5,51,52,7,0.2653798572719097,8855,4,2,3,1.0,0.401,False,True
137,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_5,51,52,8,0.4665092043578625,8855,4,2,3,1.0,0.401,False,True
138,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_5,51,52,9,0.259337343275547,8855,4,2,3,1.0,0.401,False,True
139,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_1_5,51,52,10,0.25060713291168213,8855,4,2,3,1.0,0.401,False,True
140,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_6,51,52,1,0.17354004457592964,4851,2,1,1,1.0,0.07,False,True
141,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_6,51,52,2,0.17614859715104103,4851,2,1,1,1.0,0.07,False,True
142,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_6,51,52,3,0.1547878161072731,4851,2,1,1,1.0,0.07,False,True
143,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_6,51,52,4,0.159698698669672,4851,2,1,1,1.0,0.07,False,True
144,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_6,51,52,5,0.15478606894612312,4851,2,1,1,1.0,0.07,False,True
145,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_6,51,52,6,0.15931015089154243,4851,2,1,1,1.0,0.07,False,True
